  1	2.2228722850781846e-01
  2	2.9623765766744943e-03
  3	1.4792280534388278e-03
  4	7.7464439960149209e-04
  5	4.4082423727637160e-04
  6	2.7389424626703503e-04
  7	1.8154320154091283e-04
  8	1.2641227006673586e-04
  9	9.1506159024678613e-05
 10	6.8345965080474530e-05
 11	5.2381854852176296e-05
 12	4.1024037026021469e-05
 13	3.2724790845949072e-05
 14	2.6520518481411274e-05
 15	2.1790001099908342e-05
 16	1.8120520013944803e-05
 17	1.5230597875757753e-05
 18	1.2923791359652009e-05
 19	1.1060175209996989e-05
 20	9.5382496558383803e-06
 21	8.2831743226262906e-06
 22	7.2389452518717504e-06
 23	6.3630888120354168e-06
 24	5.6229970837312621e-06
 25	4.9933549290785062e-06
 26	4.4543061114194877e-06
 27	3.9901280422167617e-06
 28	3.5882617581103510e-06
 29	3.2385935616609432e-06
 30	2.9329171673177560e-06
 31	2.6645268998735043e-06
 32	2.4279071019683792e-06
 33	2.2184928793918427e-06
 34	2.0324842735397663e-06
 35	1.8667008141063592e-06
 36	1.7184668299929325e-06
 37	1.5855203958716446e-06
 38	1.4659405863332512e-06
 39	1.3580889735328088e-06
 40	1.2605623232389728e-06
 41	1.1721541415290237e-06
 42	1.0918232206111976e-06
 43	1.0186678201163169e-06
 44	9.5190435293801207e-07
 45	8.9084970407598605e-07
 46	8.3490652579044585e-07
 47	7.8355093066360308e-07
 48	7.3632216499174819e-07
 49	6.9281389795699145e-07
 50	6.5266688208569427e-07
 51	6.1556271036107249e-07
 52	5.8121848139896899e-07
 53	5.4938228814600371e-07
 54	5.1982931224497718e-07
 55	4.9235849105159693e-07
 56	4.6678963974580290e-07
 57	4.4296096550727527e-07
 58	4.2072691322591984e-07
 59	3.9995629672512209e-07
 60	3.8053067047604610e-07
 61	3.6234290678608152e-07
 62	3.4529595770142126e-07
 63	3.2930176410566578e-07
 64	3.1428029800769572e-07
 65	3.0015872388699377e-07
 66	2.8687065195832038e-07
 67	2.7435548373092469e-07
 68	2.6255783297914395e-07
 69	2.5142700849281385e-07
 70	2.4091655660652368e-07
 71	2.3098385225228603e-07
 72	2.2158973966116366e-07
 73	2.1269820007793087e-07
 74	2.0427607112565772e-07
 75	1.9629278105247554e-07
 76	1.8872011586921312e-07
 77	1.8153201074874014e-07
 78	1.7470436193520718e-07
 79	1.6821485566149293e-07
 80	1.6204281332449599e-07
 81	1.5616906067201350e-07
 82	1.5057579186214528e-07
 83	1.4524646366224121e-07
 84	1.4016568927266805e-07
 85	1.3531914440648949e-07
 86	1.3069348650048300e-07
 87	1.2627627367603589e-07
 88	1.2205589670631704e-07
 89	1.1802151035814725e-07
 90	1.1416298286761956e-07
 91	1.1047083453546946e-07
 92	1.0693619270535049e-07
 93	1.0355074974355812e-07
 94	1.0030671476573618e-07
 95	9.7196780996126723e-08
 96	9.4214093376940520e-08
 97	9.1352204422054927e-08
 98	8.8605061585919068e-08
 99	8.5966973122079391e-08
100	8.3432576943153611e-08
101	8.0996834868054823e-08
102	7.8654987975448043e-08
103	7.6402556728810630e-08
104	7.4235311587250966e-08
105	7.2149267127672239e-08
106	7.0140653531013654e-08
107	6.8205912205138271e-08
108	6.6341677526022580e-08
109	6.4544766707868503e-08
110	6.2812167922370510e-08
111	6.1141029668586270e-08
112	5.9528650392927967e-08
113	5.7972470860481153e-08
114	5.6470063024634046e-08
115	5.5019124774542985e-08
116	5.3617469930304766e-08
117	5.2263024991387668e-08
118	5.0953818381441709e-08
119	4.9687976571427948e-08
120	4.8463720327808097e-08
121	4.7279353957354779e-08
122	4.6133266807875731e-08
123	4.5023925264351604e-08
124	4.3949867246280819e-08
125	4.2909702082619173e-08
126	4.1902103133219466e-08
127	4.0925805787865975e-08
128	3.9979603214222686e-08
129	3.9062345732531560e-08
130	3.8172934437534934e-08
131	3.7310320823294443e-08
132	3.6473503406561710e-08
133	3.5661524600269703e-08
134	3.4873469587989624e-08
135	3.4108464197905019e-08
136	3.3365670525699693e-08
137	3.2644289936005990e-08
138	3.1943556059025467e-08
139	3.1262735165709891e-08
140	3.0601124291856071e-08
141	2.9958051613286902e-08
142	2.9332871818618576e-08
143	2.8724967484924354e-08
144	2.8133746451467351e-08
145	2.7558638192950472e-08
146	2.6999098946990611e-08
147	2.6454605711222051e-08
148	2.5924655117753337e-08
149	2.5408765434132834e-08
150	2.4906473061659026e-08
151	2.4417333911044325e-08
152	2.3940919650604713e-08
153	2.3476818706742484e-08
154	2.3024636889247987e-08
155	2.2583992639006486e-08
156	2.2154521280049922e-08
157	2.1735870767505141e-08
158	2.1327702312895647e-08
159	2.0929690008960533e-08
160	2.0541518203387253e-08
161	2.0162887751828893e-08
162	1.9793505637895473e-08
163	1.9433091601352277e-08
164	1.9081375136671556e-08
165	1.8738094742670447e-08
166	1.8402999548295470e-08
167	1.8075847186596663e-08
168	1.7756404795210323e-08
169	1.7444443888884865e-08
170	1.7139748363342908e-08
171	1.6842107366841602e-08
172	1.6551318676801949e-08
173	1.6267185823420854e-08
174	1.5989519715455619e-08
175	1.5718136639258402e-08
176	1.5452861010103844e-08
177	1.5193520995076952e-08
178	1.4939951514521397e-08
179	1.4691993616737796e-08
180	1.4449492602078517e-08
181	1.4212298898370098e-08
182	1.3980268686214987e-08
183	1.3753261898025996e-08
184	1.3531141842845275e-08
185	1.3313780583939172e-08
186	1.3101049934453342e-08
187	1.2892827460309344e-08
188	1.2688994354178764e-08
189	1.2489435560543553e-08
190	1.2294038900273621e-08
191	1.2102697446773393e-08
192	1.1915309400921466e-08
193	1.1731766710579156e-08
194	1.1551974830125114e-08
195	1.1375837713213838e-08
196	1.1203262940249860e-08
197	1.1034161593327382e-08
198	1.0868446255264761e-08
199	1.0706033010570030e-08
200	1.0546837193389152e-08
201	1.0390785393299200e-08
202	1.0237796070954774e-08
